city,common_name,count,mean_h
Anaheim,Chinese banyan,1,0.0
Anaheim,Chinese elm,852,0.0
Anaheim,Chinese flame tree,2227,0.0
Anaheim,Chinese fringe tree,19,0.0
Anaheim,Chinese hackberry,335,0.0
Anaheim,Chinese hibiscus,1,0.0
Anaheim,Chinese juniper,3,0.0
Anaheim,Chinese parasol tree,1,0.0
Anaheim,Chinese pistache,1123,0.0
Anaheim,Chinese sweetgum,2,0.0
Anaheim,Chinese tallow tree,606,0.0
Anaheim,Chir pine,11,0.0
Anaheim,Chitalpa,215,0.0
Anaheim,Cliff date palm,48,0.0
Anaheim,Cluster pine,4,0.0
Anaheim,Coast live oak,160,0.0
Anaheim,Coast redwood,12,0.0
Anaheim,Cockspur coral tree,2,0.0
Anaheim,Columbia plane,19,0.0
Anaheim,Coral gum,27,0.0
Anaheim,Coral tree,5,0.0
Anaheim,Cork oak,13,0.0
Anaheim,Coulter pine,1,0.0
Anaheim,Crape myrtle,3320,0.0
Anaheim,Cypress,1,0.0
Anaheim,Date palm,160,0.0
Anaheim,Dead tree,13,0.0
Anaheim,Deodar cedar,98,0.0
Anaheim,Desert gum,209,0.0
Anaheim,Diamond pittosporum,70,0.0
Anaheim,Dracaena,3,0.0
Anaheim,Dragon tree,17,0.0
Anaheim,Dwarf blue gum,2,0.0
Anaheim,Dwarf purple leaf plum,1,0.0
Anaheim,Dwarf schefflera,1,0.0
Anaheim,Eastern cottonwood,1,0.0
Anaheim,Eastern redbud,103,0.0
Anaheim,Edible apple,2,0.0
Anaheim,Edible fig,6,0.0
Anaheim,Edible loquat,62,0.0
Anaheim,Elderberry,1,0.0
Anaheim,Elegans flamegold,1,0.0
Anaheim,Empress tree,1,0.0
Anaheim,Engelmann oak,4,0.0
Anaheim,English walnut,1,0.0
Anaheim,Eucalyptus,283,0.0
Anaheim,European hackberry,2,0.0
Anaheim,European white birch,18,0.0
Anaheim,Evergreen pear,306,0.0
Anaheim,Fairmont ginkgo,8,0.0
Anaheim,Fern pine,812,0.0
Anaheim,Fig,10,0.0
Anaheim,Filibuster hybrid fan palm,7,0.0
Anaheim,Firewheel tree,41,0.0
Anaheim,Fishtail wine palm,4,0.0
Anaheim,Flame tree,13,0.0
Anaheim,Flaxleaf paperbark,22,0.0
Anaheim,Floss tree silk,125,0.0
Anaheim,Flowering gum fruit red lg.,1,0.0
Anaheim,Flowering pear,1,0.0
Anaheim,Flowering plum,1,0.0
Anaheim,Forest pansy redbud,28,0.0
Anaheim,Frasers photinia,46,0.0
Anaheim,Fruitless ginkgo,14,0.0
Anaheim,Giant bird of paradise,2,0.0
Anaheim,Giant yucca,2,0.0
Anaheim,Ginkgo autumn gold,211,0.0
Anaheim,Gleditsia honey locust,8,0.0
Anaheim,Glossy privet,15,0.0
Anaheim,Gold medallion tree,61,0.0
Anaheim,Golden chain tree,1,0.0
Anaheim,Golden trumpet tree,256,0.0
Anaheim,Goldenrain tree,141,0.0
Anaheim,Grapefruit,1,0.0
Anaheim,Gray pine,26,0.0
Anaheim,Green gem indian laurel fig,3,0.0
Anaheim,Green wattle,3,0.0
Anaheim,Guadalupe palm,54,0.0
Anaheim,Guaje,1,0.0
Anaheim,Guamuchil,2,0.0
Anaheim,Guatemalan holly,5,0.0
Anaheim,Guava,8,0.0
Anaheim,Hackberry species,3,0.0
Anaheim,Heath melaleuca,22,0.0
Anaheim,Holly,2,0.0
Anaheim,Holly oak,1219,0.0
Anaheim,Hollywood juniper,124,0.0
Anaheim,Honey locust,261,0.0
Anaheim,Hong kong orchid tree,32,0.0
Anaheim,Hopseed,4,0.0
Anaheim,Horsechestnut,1,0.0
Anaheim,Horsetail tree,9,0.0
Anaheim,Hybrid bottle tree,12,0.0
Anaheim,Idaho locust,2,0.0
Anaheim,Incense cedar,7,0.0
Anaheim,Indian hawthorne,25,0.0
Anaheim,Indian laurel fig,208,0.0
Anaheim,Italian alder,2,0.0
Anaheim,Italian cypress,93,0.0
Anaheim,Italian stone pine,259,0.0
Anaheim,Jacaranda,1676,0.0
Anaheim,Japanese black pine,114,0.0
Anaheim,Japanese maple,1,0.0
Anaheim,Japanese pagoda tree,19,0.0
Anaheim,Japanese privet,4,0.0
Anaheim,Juniper,11,0.0
Anaheim,Kaffir plum,7,0.0
Anaheim,Kaffirboom coral tree,21,0.0
Anaheim,King palm,220,0.0
Anaheim,Knobcone pine,1,0.0
Anaheim,Koelreuteria,1,0.0
Anaheim,Lavender trumpet tree,256,0.0
Anaheim,Leaf catalina ironwood fern,1,0.0
Anaheim,Leaf plum purple,109,0.0
Anaheim,Leafed snailseed laurel,1,0.0
Anaheim,Leafed sweetgum round,58,0.0
Anaheim,Leafed yellowwood long,1,0.0
Anaheim,Leaved chaste tree five,1,0.0
Anaheim,Lelucaena,2,0.0
Anaheim,Lemon,7,0.0
Anaheim,Lemon bottlebrush,144,0.0
Anaheim,Leyland cypress,7,0.0
Anaheim,Little gem magnolia,2,0.0
Anaheim,Little leaf linden,3,0.0
Anaheim,Locust,9,0.0
Anaheim,Lombardy poplar,45,0.0
Anaheim,London plane,1225,0.0
Anaheim,Luehea,1,0.0
Anaheim,Lysistemon coral tree,1,0.0
Anaheim,Magnolia,66,0.0
Anaheim,Magnolia baby grand,2,0.0
Anaheim,Maidenhair tree,615,0.0
Anaheim,Majestic beauty magnolia,3,0.0
Anaheim,Majesty palm,26,0.0
Anaheim,Mango,2,0.0
Anaheim,Maple,3,0.0
Anaheim,Maple evergreen,11,0.0
Anaheim,Markhamia,10,0.0
Anaheim,Mayten tree,3,0.0
Anaheim,Mediterranean fan palm,148,0.0
Anaheim,Melaleuca,3,0.0
Anaheim,Mesquite,2,0.0
Anaheim,Mexican blue palm,22,0.0
Anaheim,Mexican fan palm,4379,0.0
Anaheim,Mexican sycamore,21,0.0
Anaheim,Minneola tangelo,1,0.0
Anaheim,Mock orange,6,0.0
Anaheim,Modesto ash,88,0.0
Anaheim,Monterey cypress,5,0.0
Anaheim,Monterey pine,26,0.0
Anaheim,Montezuma cypress,2,0.0
Anaheim,Moreton bay fig,27,0.0
Anaheim,Mulberry,1,0.0
Anaheim,Mulberry black,1,0.0
Anaheim,Muskogee crape myrtle,312,0.0
Anaheim,Myoporum,18,0.0
Anaheim,Naked coral tree,4,0.0
Anaheim,Natchez crape myrtle,15,0.0
Anaheim,New tree site,1,0.0
Anaheim,New zealand chaste tree,1,0.0
Anaheim,New zealand christmas tree,179,0.0
Anaheim,Nichols willow leafed peppermint,40,0.0
Anaheim,No sewer/water marked w,3,0.0
Anaheim,Norfolk island pine,19,0.0
Anaheim,Not city planted/maintained,138,0.0
Anaheim,Oak,25,0.0
Anaheim,Obstruction at site w,1,0.0
Anaheim,Oleander,35,0.0
Anaheim,Olive,93,0.0
Anaheim,Orange,9,0.0
Anaheim,Orchid tree,4,0.0
Anaheim,Oriental arborvitae,15,0.0
Anaheim,Ornamental pear,254,0.0
Anaheim,Osage orange,1,0.0
Anaheim,Other tree,2329,0.0
Anaheim,Palm,6,0.0
Anaheim,Palo verde,1,0.0
Anaheim,Paradise palm,3,0.0
Anaheim,Peach,14,0.0
Anaheim,Pecan,29,0.0
Anaheim,Peppermint tree,51,0.0
Anaheim,Peruvian pepper,17,0.0
Anaheim,Pindo palm,12,0.0
Anaheim,Pine,3,0.0
Anaheim,Pink ball dombeya,2,0.0
Anaheim,Pink bottlebrush,4,0.0
Anaheim,Pink crape myrtle,23,0.0
Anaheim,Pink flame tree,25,0.0
Anaheim,Pink locust,5,0.0
Anaheim,Pink melaleuca,11,0.0
Anaheim,Pink powder puff,6,0.0
Anaheim,Pink trumpet tree,228,0.0
Anaheim,Pittosporum,3,0.0
Anaheim,Plum,41,0.0
Anaheim,Podocarpus nagi,4,0.0
Anaheim,Pomegranate,1,0.0
Anaheim,Ponderosa pine,6,0.0
Anaheim,Ponytail palm,1,0.0
Anaheim,Poor planting site,6,0.0
Anaheim,Poplar,7,0.0
Anaheim,Prickly melaleuca,1,0.0
Anaheim,Primrose tree,1,0.0
Anaheim,Privet,3,0.0
Anaheim,Property owner refused tree w,2,0.0
Anaheim,Purple acacia,5,0.0
Anaheim,Purple crape myrtle,3,0.0
Anaheim,Purple orchid tree,41,0.0
Anaheim,Purple robe locust,19,0.0
Anaheim,Pygmy date palm,69,0.0
Anaheim,Queen palm,1706,0.0
Anaheim,Queensland umbrella tree,3,0.0
Anaheim,Raywood ash,11,0.0
Anaheim,Red crape myrtle,6,0.0
Anaheim,Red flowering gum,28,0.0
Anaheim,Red flowering redbud,1,0.0
Anaheim,Red gum,16,0.0
Anaheim,Red ironbark,860,0.0
Anaheim,Red laurel,1,0.0
Anaheim,Red maple,15,0.0
Anaheim,Red oak,59,0.0
Anaheim,Red willow,1,0.0
Anaheim,Redbud,1,0.0
Anaheim,Resident refusal,20,0.0
Anaheim,River birch,8,0.0
Anaheim,River wattle,1,0.0
Anaheim,Rose mallee,10,0.0
Anaheim,Royal poinciana,4,0.0
Anaheim,Rubber tree,4,0.0
Anaheim,Russet magnolia,5,0.0
Anaheim,Rusty leaf fig,85,0.0
Anaheim,Sago palm,6,0.0
Anaheim,Saint mary magnolia,14,0.0
Anaheim,Samuel sommer magnolia,599,0.0
Anaheim,Saratoga ginkgo,4,0.0
Anaheim,Saucer magnolia,1,0.0
Anaheim,Sawtooth zelkova,213,0.0
Anaheim,Scarlet oak,2,0.0
Anaheim,Scented gum lemon,338,0.0
Anaheim,Senegal palm,57,0.0
Anaheim,Shamel ash,112,0.0
Anaheim,Sharon of rose,8,0.0
Anaheim,Shell macadamia smooth,7,0.0
Anaheim,Shumard red oak,1,0.0
Anaheim,Siberian elm,33,0.0
Anaheim,Silk oak,56,0.0
Anaheim,Silk tree,141,0.0
Anaheim,Silver dollar gum,264,0.0
Anaheim,Silver maple,44,0.0
Anaheim,Smoothbark arizona cypress,1,0.0
Anaheim,Soapberry,3,0.0
Anaheim,Southern live oak,113,0.0
Anaheim,Southern magnolia,4568,0.0
Anaheim,Spanish dagger,18,0.0
Anaheim,Spiny fiber palm,53,0.0
Anaheim,Spotted gum,62,0.0
Anaheim,Star pine,25,0.0
Anaheim,Strawberry tree,3,0.0
Anaheim,Stump,205,0.0
Anaheim,Sugar gum,43,0.0
Anaheim,Sunburst locust,1,0.0
Anaheim,Swamp mahogony,16,0.0
Anaheim,Sweet acacia,2,0.0
Anaheim,Sweet bay,3,0.0
Anaheim,Sweet cherry,1,0.0
Anaheim,Sweetshade,160,0.0
Anaheim,Sycamore,17,0.0
Anaheim,Sydney golden wattle,1,0.0
Anaheim,Tea tree,1,0.0
Anaheim,Texas umbrella,3,0.0
Anaheim,Tipu,629,0.0
Anaheim,Tomlinson ash,16,0.0
Anaheim,Toog,1,0.0
Anaheim,Torrey pine,33,0.0
Anaheim,Tree of heaven,10,0.0
Anaheim,Tree site deleted,70,0.0
Anaheim,Tree site does not exist,5,0.0
Anaheim,Triangle palm,2,0.0
Anaheim,True myrtle,3,0.0
Anaheim,Tulip tree,230,0.0
Anaheim,Tupidanthus,1,0.0
Anaheim,Tuscarora crape myrtle,65,0.0
Anaheim,Unsuitable site,41,0.0
Anaheim,Vacant site,22601,0.0
Anaheim,Valley oak,2,0.0
Anaheim,Victorian box,79,0.0
Anaheim,Village green zelkova,54,0.0
Anaheim,Walnut,6,0.0
Anaheim,Water gum,322,0.0
Anaheim,Watermelon crape myrtle,3,0.0
Anaheim,Weeping bottlebrush,962,0.0
Anaheim,Weeping fig,216,0.0
Anaheim,Weeping indian laurel fig,36,0.0
Anaheim,Weeping willow,3,0.0
Anaheim,Western catalpa,1,0.0
Anaheim,Western redbud,17,0.0
Anaheim,White alder,138,0.0
Anaheim,White crape myrtle,3,0.0
Anaheim,White ironbark,8,0.0
Anaheim,White mulberry,112,0.0
Anaheim,White oak,2,0.0
Anaheim,White poplar,6,0.0
Anaheim,White sapote,2,0.0
Anaheim,Willow,8,0.0
Anaheim,Willow pittosporum,2,0.0
Anaheim,Wilson holly,11,0.0
Anaheim,Windmill palm,785,0.0
Anaheim,Xylosma,6,0.0
Anaheim,Yellow oleander,1,0.0
Anaheim,Yew pine,101,0.0
Anaheim,not accessible stump,3,0.0
Aurora,Accolade elm,218,0.0
Aurora,Alder buckthorn,36,0.0
Aurora,American elm,612,0.0
Aurora,American linden,1562,0.0
Aurora,American yellowwood,1,0.0
Aurora,Amur corktree,6,0.0
Aurora,Amur maackia,7,0.0
Aurora,Amur maple,264,0.0
Aurora,Apple,48,0.0
Aurora,Arborvitae,70,0.0
Aurora,Aristocrat pear,49,0.0
Aurora,Ash mountain,12,0.0
Aurora,Aspen,143,0.0
Aurora,Austrian pine,1517,0.0
Aurora,Austrian/ponderosa pine,804,0.0
Aurora,Autumn blaze maple,243,0.0
Aurora,Autumn brilliance serviceberry,2,0.0
Aurora,Autumn gold ginkgo,1,0.0
Aurora,Autumn olive,1,0.0
Aurora,Bald cypress,1,0.0
Aurora,Bigtooth/wasatch maple,11,0.0
Aurora,Birch,7,0.0
Aurora,Black cherry,2,0.0
Aurora,Black locust,19,0.0
Aurora,Black walnut,21,0.0
Aurora,Blue spruce,1205,0.0
Aurora,Boleana/lombardy poplar,7,0.0
Aurora,Boxelder,25,0.0
Aurora,Bradford pear,141,0.0
Aurora,Bristlecone pine,19,0.0
Aurora,Buckthorn,7,0.0
Aurora,Bur oak,296,0.0
Aurora,Burgundy ussurian pear,3,0.0
Aurora,Canada red cherry,37,0.0
Aurora,Cathedral elm,16,0.0
Aurora,Centurion crabapple,180,0.0
Aurora,Chanticleer pear,1284,0.0
Aurora,Chestnut oak,2,0.0
Aurora,Chicagoland hackberry,30,0.0
Aurora,Chinese catalpa,14,0.0
Aurora,Chinkapin oak,224,0.0
Aurora,Chokecherry,53,0.0
Aurora,Colorado spruce,29,0.0
Aurora,Columnar english oak,19,0.0
Aurora,Columnar norway maple,29,0.0
Aurora,Coralburst crabapple,2,0.0
Aurora,Corinthian linden,24,0.0
Aurora,Cottonwood,966,0.0
Aurora,Crabapple,1206,0.0
Aurora,Crack willow,155,0.0
Aurora,Crimson king maple,6,0.0
Aurora,Crimson spire oak,61,0.0
Aurora,Crimson sunset maple,101,0.0
Aurora,David elm,34,0.0
Aurora,Deborah norway maple,12,0.0
Aurora,Dolgo crabapple,7,0.0
Aurora,Downy hawthorn,1,0.0
Aurora,Eastern red cedar,13,0.0
Aurora,Eastern white pine,2,0.0
Aurora,Emerald lustre norway maple,37,0.0
Aurora,Emerald queen norway maple,5,0.0
Aurora,Emerald sunshine elm,97,0.0
Aurora,English oak,601,0.0
Aurora,Espresso kentucky coffee tree,4,0.0
Aurora,European beech,1,0.0
Aurora,European euonymous,5,0.0
Aurora,European/swedish aspen,14,0.0
Aurora,Expresso kentucky coffee tree,101,0.0
Aurora,Fairview norway maple,1,0.0
Aurora,Fall gold ash,7,0.0
Aurora,Fir,26,0.0
Aurora,Fir douglas,45,0.0
Aurora,Flash fire sugar maple,1,0.0
Aurora,Frontier elm,26,0.0
Aurora,Gambel oak,18,0.0
Aurora,Ginkgo,8,0.0
Aurora,Glenleven linden,24,0.0
Aurora,Globe willow,4,0.0
Aurora,Golden rain tree,241,0.0
Aurora,Green ash,5465,0.0
Aurora,Green mountain sugar maple,39,0.0
Aurora,Greenspire linden,137,0.0
Aurora,Hackberry,2463,0.0
Aurora,Hardy rubber tree,10,0.0
Aurora,Harvest gold crabapple,1,0.0
Aurora,Harvest gold linden,2,0.0
Aurora,Hawthorn,38,0.0
Aurora,Heaven of tree,53,0.0
Aurora,Hedge maple,7,0.0
Aurora,Heritage oak,49,0.0
Aurora,Honeylocust,8388,0.0
Aurora,Horsechestnut,4,0.0
Aurora,Hot wings tatarian maple,46,0.0
Aurora,Hybrid regal elm,1,0.0
Aurora,Japanese pagodatree,68,0.0
Aurora,Japanese tree lilac,76,0.0
Aurora,Japanese zelkova,3,0.0
Aurora,Kentucky coffee tree,143,0.0
Aurora,Kobus magnolia,6,0.0
Aurora,Kwanzan cherry,4,0.0
Aurora,Laceleaf laciniata sumac,9,0.0
Aurora,Lanceleaf cottonwood,317,0.0
Aurora,Limber pine,64,0.0
Aurora,Linden,6107,0.0
Aurora,Littleleaf linden,117,0.0
Aurora,London planetree,2,0.0
Aurora,Mancana ash,3,0.0
Aurora,Mayday tree,1,0.0
Aurora,Miyabe maple,84,0.0
Aurora,Montmorency cherry,28,0.0
Aurora,Mulberry,11,0.0
Aurora,Narrowleaf cottonwood,62,0.0
Aurora,New harmony elm,1,0.0
Aurora,Newport plum,146,0.0
Aurora,Northern catalpa,18,0.0
Aurora,Northern flare sugar maple,2,0.0
Aurora,Northern red oak,536,0.0
Aurora,Norway maple,4614,0.0
Aurora,Norway spruce,1,0.0
Aurora,Norwegian sunset maple,96,0.0
Aurora,Ohio buckeye,26,0.0
Aurora,Other elm,211,0.0
Aurora,Other fruit,28,0.0
Aurora,Other pine,245,0.0
Aurora,Other plum,44,0.0
Aurora,Other spruce,97,0.0
Aurora,Other walnut,1,0.0
Aurora,Pacific sunset maple,220,0.0
Aurora,Patmore ash,125,0.0
Aurora,Peachleaf willow,241,0.0
Aurora,Peking lilac,1,0.0
Aurora,Pin oak,22,0.0
Aurora,Pinyon pine,440,0.0
Aurora,Plains cottonwood,1068,0.0
Aurora,Planting space,1,0.0
Aurora,Ponderosa pine,805,0.0
Aurora,Prairie horizon alder,1,0.0
Aurora,Prairiefire crabapple,6,0.0
Aurora,Princess kay plum,3,0.0
Aurora,Princeton american elm,11,0.0
Aurora,Princeton elm,5,0.0
Aurora,Pyramidal european hornbeam,2,0.0
Aurora,Radiant crabapple,17,0.0
Aurora,Red sunset maple,133,0.0
Aurora,Redbud,21,0.0
Aurora,Redmond linden,106,0.0
Aurora,Redspire pear,16,0.0
Aurora,Regal prince oak,27,0.0
Aurora,Rocky mountain juniper,248,0.0
Aurora,Royal raindrops crabapple,7,0.0
Aurora,Royal red norway maple,34,0.0
Aurora,Russian hawthorn,8,0.0
Aurora,Russian olive,300,0.0
Aurora,Sargent cottonwood,12,0.0
Aurora,Schwedler norway maple,8,0.0
Aurora,Scotch pine,357,0.0
Aurora,Sensation boxelder,30,0.0
Aurora,Shadblow serviceberry,5,0.0
Aurora,Shademaster honeylocust,1891,0.0
Aurora,Shingle oak,2,0.0
Aurora,Shumard oak,179,0.0
Aurora,Siberian elm,1324,0.0
